month,date,year,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,percent_4hr_target_achieved
200801,2008-01-01,2008,S92000003,S08000016,B118H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000016,B120H,Emergency Department,1857,1857,NA,1796,1796,NA,746,NA,7,NA,914,NA,22,NA,168,NA,2,NA,0,NA,96.71513193322563
200801,2008-01-01,2008,S92000003,S08000017,Y101H,Minor Injury Unit or Other,59,NA,z,59,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000017,Y106H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000017,Y109H,Minor Injury Unit or Other,4,NA,z,4,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000017,Y110H,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000017,Y144H,Emergency Department,891,891,NA,872,872,NA,116,NA,2,NA,761,NA,12,NA,0,NA,4,NA,0,NA,97.8675645342312
200801,2008-01-01,2008,S92000003,S08000017,Y146H,Emergency Department,2686,2686,NA,2598,2598,NA,976,NA,8,NA,1650,NA,14,NA,38,NA,3,NA,0,NA,96.72375279225615
200801,2008-01-01,2008,S92000003,S08000029,F704H,Emergency Department,3572,3572,NA,3389,3389,NA,669,NA,91,NA,2627,NA,41,NA,144,NA,32,NA,10,NA,94.87681970884658
200801,2008-01-01,2008,S92000003,S08000029,F708H,Minor Injury Unit or Other,122,NA,z,122,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000029,F709H,Minor Injury Unit or Other,187,NA,z,187,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000029,F805H,Emergency Department,3122,3122,NA,2902,2902,NA,791,NA,71,NA,2127,NA,35,NA,98,NA,36,NA,10,NA,92.95323510570147
200801,2008-01-01,2008,S92000003,S08000019,V102H,Minor Injury Unit or Other,1416,1416,NA,1414,1414,NA,0,NA,0,NA,1002,NA,163,NA,251,NA,0,NA,0,NA,99.85875706214689
200801,2008-01-01,2008,S92000003,S08000019,V201H,Emergency Department,3882,3882,NA,3774,3774,NA,1191,NA,9,NA,2187,NA,27,NA,468,NA,5,NA,3,NA,97.21792890262752
200801,2008-01-01,2008,S92000003,S08000020,N101H,Emergency Department,5037,5037,NA,4724,4724,NA,1296,NA,32,NA,3603,NA,78,NA,28,NA,45,NA,4,NA,93.78598372046854
200801,2008-01-01,2008,S92000003,S08000020,N121H,Emergency Department,1253,1253,NA,1252,1252,NA,384,NA,0,NA,868,NA,1,NA,0,NA,0,NA,0,NA,99.92019154030328
200801,2008-01-01,2008,S92000003,S08000020,N151H,Minor Injury Unit or Other,69,NA,z,69,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N331H,Minor Injury Unit or Other,19,NA,z,19,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N332H,Minor Injury Unit or Other,55,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N333H,Minor Injury Unit or Other,1100,NA,z,1100,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N334H,Minor Injury Unit or Other,774,NA,z,771,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.6124031007752
200801,2008-01-01,2008,S92000003,S08000020,N335H,Minor Injury Unit or Other,219,NA,z,218,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.54337899543378
200801,2008-01-01,2008,S92000003,S08000020,N336H,Minor Injury Unit or Other,129,NA,z,129,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N337H,Minor Injury Unit or Other,269,NA,z,264,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.14126394052045
200801,2008-01-01,2008,S92000003,S08000020,N411H,Emergency Department,1734,1734,NA,1638,1638,NA,570,NA,2,NA,1116,NA,21,NA,25,NA,8,NA,1,NA,94.4636678200692
200801,2008-01-01,2008,S92000003,S08000020,N431H,Minor Injury Unit or Other,61,NA,z,61,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N432H,Minor Injury Unit or Other,26,NA,z,26,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N433H,Minor Injury Unit or Other,104,NA,z,104,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N434H,Minor Injury Unit or Other,55,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N451H,Minor Injury Unit or Other,30,NA,z,30,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000020,N494H,Minor Injury Unit or Other,86,86,NA,86,86,NA,0,NA,0,NA,73,NA,13,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000031,C206H,Minor Injury Unit or Other,1119,1119,NA,1100,1100,NA,328,NA,1,NA,728,NA,52,NA,10,NA,0,NA,0,NA,98.30205540661304
200801,2008-01-01,2008,S92000003,S08000031,C313H,Emergency Department,2348,2348,NA,2328,2328,NA,559,NA,6,NA,1654,NA,42,NA,87,NA,0,NA,0,NA,99.14821124361158
200801,2008-01-01,2008,S92000003,S08000031,C418H,Emergency Department,5379,5379,NA,5253,5253,NA,1541,NA,16,NA,3236,NA,54,NA,532,NA,0,NA,0,NA,97.65755716675962
200801,2008-01-01,2008,S92000003,S08000031,G107H,Emergency Department,5910,5910,NA,5680,5680,NA,2048,NA,14,NA,3476,NA,122,NA,250,NA,9,NA,0,NA,96.1082910321489
200801,2008-01-01,2008,S92000003,S08000031,G207H,Emergency Department,3283,3283,NA,3237,3237,NA,991,NA,1,NA,2076,NA,33,NA,182,NA,0,NA,0,NA,98.59884252208346
200801,2008-01-01,2008,S92000003,S08000031,G306H,Emergency Department,5259,5259,NA,5174,5174,NA,1447,NA,13,NA,3658,NA,98,NA,43,NA,2,NA,0,NA,98.3837231412816
200801,2008-01-01,2008,S92000003,S08000031,G405H,Emergency Department,3878,3878,NA,3796,3796,NA,1292,NA,17,NA,2447,NA,25,NA,97,NA,1,NA,0,NA,97.88550799381125
200801,2008-01-01,2008,S92000003,S08000031,G513H,Emergency Department,2989,2989,NA,2918,2918,NA,526,NA,0,NA,2461,NA,1,NA,1,NA,2,NA,1,NA,97.62462361993978
200801,2008-01-01,2008,S92000003,S08000031,G516H,Emergency Department,4998,4998,NA,4826,4826,NA,1687,NA,11,NA,2880,NA,133,NA,287,NA,4,NA,0,NA,96.55862344937975
200801,2008-01-01,2008,S92000003,S08000022,C103B,Minor Injury Unit or Other,529,NA,z,524,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.05482041587902
200801,2008-01-01,2008,S92000003,S08000022,C106H,Minor Injury Unit or Other,438,NA,z,437,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.77168949771689
200801,2008-01-01,2008,S92000003,S08000022,C108H,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,C110H,Minor Injury Unit or Other,293,NA,z,289,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.63481228668942
200801,2008-01-01,2008,S92000003,S08000022,C113H,Minor Injury Unit or Other,349,NA,z,349,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,C117J,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,C121H,Emergency Department,362,NA,z,359,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.17127071823204
200801,2008-01-01,2008,S92000003,S08000022,H101H,Minor Injury Unit or Other,93,NA,z,93,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,H103H,Emergency Department,400,NA,z,396,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99
200801,2008-01-01,2008,S92000003,S08000022,H106H,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,H202H,Emergency Department,2260,2260,NA,2220,2220,NA,501,NA,30,NA,1729,NA,0,NA,0,NA,3,NA,0,NA,98.23008849557522
200801,2008-01-01,2008,S92000003,S08000022,H208H,Minor Injury Unit or Other,157,NA,z,157,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,H210H,Minor Injury Unit or Other,107,NA,z,106,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.06542056074767
200801,2008-01-01,2008,S92000003,S08000022,H212H,Emergency Department,566,NA,z,556,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.23321554770318
200801,2008-01-01,2008,S92000003,S08000022,H214H,Minor Injury Unit or Other,184,NA,z,181,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.36956521739131
200801,2008-01-01,2008,S92000003,S08000022,H215H,Minor Injury Unit or Other,84,NA,z,80,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,95.23809523809523
200801,2008-01-01,2008,S92000003,S08000022,H217H,Minor Injury Unit or Other,170,NA,z,170,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,H219H,Minor Injury Unit or Other,90,NA,z,90,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000022,H227B,Minor Injury Unit or Other,148,NA,z,148,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000032,L106H,Emergency Department,5230,5230,NA,5189,5189,NA,1641,NA,6,NA,3558,NA,15,NA,10,NA,3,NA,0,NA,99.21606118546845
200801,2008-01-01,2008,S92000003,S08000032,L206H,Minor Injury Unit or Other,124,NA,z,124,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000032,L207H,Minor Injury Unit or Other,123,NA,z,123,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000032,L302H,Emergency Department,4566,4566,NA,4436,4436,NA,1241,NA,11,NA,3265,NA,15,NA,34,NA,17,NA,9,NA,97.15286903197547
200801,2008-01-01,2008,S92000003,S08000032,L308H,Emergency Department,5264,5264,NA,4997,4997,NA,1322,NA,10,NA,3887,NA,9,NA,36,NA,78,NA,31,NA,94.92781155015197
200801,2008-01-01,2008,S92000003,S08000024,S102H,Minor Injury Unit or Other,8,NA,z,8,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000024,S108H,Minor Injury Unit or Other,128,NA,z,128,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000024,S116H,Minor Injury Unit or Other,2744,2744,NA,2659,2659,NA,1011,NA,2,NA,1719,NA,12,NA,0,NA,1,NA,0,NA,96.90233236151603
200801,2008-01-01,2008,S92000003,S08000024,S308H,Emergency Department,3584,3584,NA,3571,3571,NA,771,NA,9,NA,2550,NA,85,NA,169,NA,0,NA,0,NA,99.63727678571429
200801,2008-01-01,2008,S92000003,S08000024,S314H,Emergency Department,8517,8517,NA,8212,8212,NA,2795,NA,28,NA,5569,NA,125,NA,0,NA,27,NA,2,NA,96.418926852178
200801,2008-01-01,2008,S92000003,S08000024,S319H,Emergency Department,2520,2520,NA,2505,2505,NA,427,NA,0,NA,2093,NA,0,NA,0,NA,0,NA,0,NA,99.40476190476191
200801,2008-01-01,2008,S92000003,S08000025,R103H,Minor Injury Unit or Other,154,NA,z,154,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000026,Z102H,Emergency Department,629,629,NA,618,618,NA,139,NA,0,NA,468,NA,2,NA,20,NA,0,NA,0,NA,98.25119236883943
200801,2008-01-01,2008,S92000003,S08000030,T101H,Emergency Department,3727,3727,NA,3660,3660,NA,964,NA,19,NA,2461,NA,39,NA,244,NA,0,NA,0,NA,98.2023074859136
200801,2008-01-01,2008,S92000003,S08000030,T202H,Emergency Department,1898,1898,NA,1879,1879,NA,357,NA,3,NA,1233,NA,58,NA,247,NA,1,NA,0,NA,98.99894625922023
200801,2008-01-01,2008,S92000003,S08000030,T208H,Minor Injury Unit or Other,39,39,NA,39,39,NA,0,NA,0,NA,39,NA,0,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000030,T209H,Minor Injury Unit or Other,137,137,NA,137,137,NA,2,NA,0,NA,135,NA,0,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000030,T304H,Minor Injury Unit or Other,607,607,NA,607,607,NA,31,NA,0,NA,576,NA,0,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000030,T305H,Minor Injury Unit or Other,153,153,NA,153,153,NA,3,NA,0,NA,150,NA,0,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000030,T319H,Minor Injury Unit or Other,410,410,NA,410,410,NA,3,NA,0,NA,407,NA,0,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000030,T357C,Minor Injury Unit or Other,380,380,NA,380,380,NA,8,NA,0,NA,372,NA,0,NA,0,NA,0,NA,0,NA,100
200801,2008-01-01,2008,S92000003,S08000028,W106H,Minor Injury Unit or Other,11,NA,z,11,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200801,2008-01-01,2008,S92000003,S08000028,W107H,Emergency Department,517,517,NA,510,510,NA,130,NA,0,NA,379,NA,0,NA,8,NA,0,NA,0,NA,98.64603481624758
200801,2008-01-01,2008,S92000003,S08000028,W108H,Minor Injury Unit or Other,75,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000015,A101H,Minor Injury Unit or Other,145,NA,z,145,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000015,A110H,Minor Injury Unit or Other,72,NA,z,72,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000015,A111H,Emergency Department,5111,5111,NA,5038,5038,NA,1613,NA,7,NA,3259,NA,60,NA,172,NA,3,NA,2,NA,98.57170808061045
200802,2008-02-01,2008,S92000003,S08000015,A207H,Minor Injury Unit or Other,72,NA,z,72,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000015,A210H,Emergency Department,3155,3155,NA,3124,3124,NA,1188,NA,0,NA,1828,NA,82,NA,57,NA,0,NA,0,NA,99.01743264659271
200802,2008-02-01,2008,S92000003,S08000016,B103H,Minor Injury Unit or Other,10,NA,z,10,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000016,B105H,Minor Injury Unit or Other,81,NA,z,81,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000016,B114H,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000016,B118H,Minor Injury Unit or Other,91,NA,z,91,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000016,B120H,Emergency Department,1683,1683,NA,1664,1664,NA,593,NA,2,NA,883,NA,25,NA,180,NA,0,NA,0,NA,98.87106357694593
200802,2008-02-01,2008,S92000003,S08000017,Y101H,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000017,Y106H,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000017,Y109H,Minor Injury Unit or Other,6,NA,z,6,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000017,Y110H,Minor Injury Unit or Other,46,NA,z,46,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000017,Y144H,Emergency Department,918,918,NA,902,902,NA,105,NA,2,NA,799,NA,12,NA,0,NA,3,NA,0,NA,98.25708061002179
200802,2008-02-01,2008,S92000003,S08000017,Y146H,Emergency Department,2586,2586,NA,2509,2509,NA,930,NA,4,NA,1604,NA,21,NA,27,NA,0,NA,0,NA,97.02242846094354
200802,2008-02-01,2008,S92000003,S08000029,F704H,Emergency Department,3344,3344,NA,3206,3206,NA,597,NA,31,NA,2567,NA,33,NA,116,NA,7,NA,2,NA,95.8732057416268
200802,2008-02-01,2008,S92000003,S08000029,F708H,Minor Injury Unit or Other,133,NA,z,133,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000029,F709H,Minor Injury Unit or Other,251,NA,z,250,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.60159362549801
200802,2008-02-01,2008,S92000003,S08000029,F805H,Emergency Department,3124,3124,NA,3059,3059,NA,656,NA,45,NA,2372,NA,17,NA,34,NA,2,NA,0,NA,97.91933418693982
200802,2008-02-01,2008,S92000003,S08000019,V102H,Minor Injury Unit or Other,1526,1526,NA,1524,1524,NA,0,NA,0,NA,1098,NA,177,NA,251,NA,0,NA,0,NA,99.8689384010485
200802,2008-02-01,2008,S92000003,S08000019,V201H,Emergency Department,3713,3713,NA,3627,3627,NA,1057,NA,8,NA,2134,NA,35,NA,479,NA,4,NA,2,NA,97.68381362779424
200802,2008-02-01,2008,S92000003,S08000020,N101H,Emergency Department,4901,4901,NA,4577,4577,NA,1175,NA,28,NA,3580,NA,86,NA,32,NA,49,NA,7,NA,93.38910426443583
200802,2008-02-01,2008,S92000003,S08000020,N121H,Emergency Department,1383,1383,NA,1378,1378,NA,425,NA,0,NA,957,NA,1,NA,0,NA,0,NA,0,NA,99.63846710050615
200802,2008-02-01,2008,S92000003,S08000020,N151H,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N331H,Minor Injury Unit or Other,31,NA,z,31,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N332H,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N333H,Minor Injury Unit or Other,1007,NA,z,1007,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N334H,Minor Injury Unit or Other,768,NA,z,765,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.609375
200802,2008-02-01,2008,S92000003,S08000020,N335H,Minor Injury Unit or Other,207,NA,z,207,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N336H,Minor Injury Unit or Other,151,NA,z,151,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N337H,Minor Injury Unit or Other,276,NA,z,276,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N411H,Emergency Department,1818,1818,NA,1762,1762,NA,542,NA,8,NA,1218,NA,19,NA,31,NA,5,NA,1,NA,96.91969196919692
200802,2008-02-01,2008,S92000003,S08000020,N431H,Minor Injury Unit or Other,66,NA,z,66,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N432H,Minor Injury Unit or Other,21,NA,z,21,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N433H,Minor Injury Unit or Other,102,NA,z,102,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N434H,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N451H,Minor Injury Unit or Other,30,NA,z,30,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000020,N494H,Minor Injury Unit or Other,89,89,NA,89,89,NA,0,NA,0,NA,77,NA,12,NA,0,NA,0,NA,0,NA,100
200802,2008-02-01,2008,S92000003,S08000031,C206H,Minor Injury Unit or Other,1103,1103,NA,1090,1090,NA,268,NA,1,NA,768,NA,64,NA,2,NA,0,NA,0,NA,98.82139619220308
200802,2008-02-01,2008,S92000003,S08000031,C313H,Emergency Department,2362,2362,NA,2328,2328,NA,600,NA,3,NA,1622,NA,22,NA,115,NA,0,NA,0,NA,98.56054191363252
200802,2008-02-01,2008,S92000003,S08000031,C418H,Emergency Department,5251,5251,NA,5140,5140,NA,1442,NA,5,NA,3204,NA,50,NA,550,NA,3,NA,0,NA,97.88611693010854
200802,2008-02-01,2008,S92000003,S08000031,G107H,Emergency Department,5903,5903,NA,5771,5771,NA,1786,NA,10,NA,3775,NA,99,NA,233,NA,3,NA,0,NA,97.76384889039471
200802,2008-02-01,2008,S92000003,S08000031,G207H,Emergency Department,3215,3215,NA,3176,3176,NA,895,NA,2,NA,2105,NA,35,NA,178,NA,0,NA,0,NA,98.78693623639191
200802,2008-02-01,2008,S92000003,S08000031,G306H,Emergency Department,5169,5169,NA,5089,5089,NA,1324,NA,8,NA,3663,NA,120,NA,54,NA,2,NA,0,NA,98.45231185916037
200802,2008-02-01,2008,S92000003,S08000031,G405H,Emergency Department,3613,3613,NA,3531,3531,NA,1133,NA,4,NA,2372,NA,23,NA,81,NA,1,NA,0,NA,97.73041793523389
200802,2008-02-01,2008,S92000003,S08000031,G513H,Emergency Department,3289,3289,NA,3219,3219,NA,516,NA,0,NA,2763,NA,0,NA,10,NA,0,NA,0,NA,97.87169352386744
200802,2008-02-01,2008,S92000003,S08000031,G516H,Emergency Department,4860,4860,NA,4659,4659,NA,1582,NA,6,NA,2829,NA,147,NA,296,NA,9,NA,0,NA,95.86419753086419
200802,2008-02-01,2008,S92000003,S08000022,C103B,Minor Injury Unit or Other,156,NA,z,153,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.07692307692307
200802,2008-02-01,2008,S92000003,S08000022,C106H,Minor Injury Unit or Other,431,NA,z,431,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000022,C108H,Minor Injury Unit or Other,56,NA,z,55,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.21428571428571
200802,2008-02-01,2008,S92000003,S08000022,C110H,Minor Injury Unit or Other,212,NA,z,207,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,97.64150943396226
200802,2008-02-01,2008,S92000003,S08000022,C113H,Minor Injury Unit or Other,328,NA,z,324,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.78048780487805
200802,2008-02-01,2008,S92000003,S08000022,C117J,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000022,C121H,Emergency Department,413,NA,z,409,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.0314769975787
200802,2008-02-01,2008,S92000003,S08000022,H101H,Minor Injury Unit or Other,178,NA,z,178,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000022,H103H,Emergency Department,410,NA,z,402,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.04878048780488
200802,2008-02-01,2008,S92000003,S08000022,H106H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000022,H202H,Emergency Department,2111,2111,NA,2062,2062,NA,436,NA,18,NA,1656,NA,1,NA,0,NA,1,NA,0,NA,97.67882520132638
200802,2008-02-01,2008,S92000003,S08000022,H208H,Minor Injury Unit or Other,214,NA,z,214,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,100
200802,2008-02-01,2008,S92000003,S08000022,H210H,Minor Injury Unit or Other,61,NA,z,60,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.36065573770492
200802,2008-02-01,2008,S92000003,S08000022,H212H,Emergency Department,525,NA,z,521,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,99.23809523809524
200802,2008-02-01,2008,S92000003,S08000022,H214H,Minor Injury Unit or Other,154,NA,z,151,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,98.05194805194806
